word,length,fre,pmi,entropy
就算,2,0.0002077408825111002,5.2643970880417195,4.129962871597909
反而,2,0.00011231923312801112,4.48412811921454,4.129772746821666
只觉,2,0.0002306023193424653,4.018315744678618,4.126287275689346
不由得,3,0.00027433724197638114,3.8944118141718747,4.126162567070449
赵钱孙,3,0.0001679818619348131,8.320295053441699,4.119722738552876
竟然,2,0.0001361746454737834,3.7097918764580067,4.112455700347123
大伙儿,3,0.00012126501275767573,4.715462913384042,4.10687847062333
指点,2,0.00015108427818989108,4.475987540208203,4.092750522764678
全身,2,0.00022960834382805813,3.8263049165368943,4.092316228571779
不愿,2,0.00016102403333396285,3.2196891722954843,4.085378837250782
天下,2,0.0004274094711950866,3.4020701955665507,4.0850851428586035
徐长老,3,0.00014114452304581928,5.723004606776382,4.084417355052499
此事,2,0.00013319271893056186,3.228987244652922,4.077993206596017
确是,2,0.0001222589882720829,3.520065797065886,4.076989151413834
之际,2,0.00012921681687293315,4.682363584424631,4.071480373698748
诸保昆,3,8.647586975342449e-05,7.783682344064287,4.0685491244750125
总是,2,0.00015108427818989108,3.101353122613223,4.066509089619566
发出,2,0.00010138550246953216,3.0661535135123477,4.065150859200588
苏星河,3,0.0001769276415644777,7.729493751924,4.060368608700787
之外,2,0.00019283124979499255,3.1023711468653747,4.058461330856703
薛神医,3,0.00014710837613226237,8.10652792158238,4.056533973488213
了下来,3,0.00013219874341615468,3.217577124031984,4.045559291187099
其时,2,0.00010138550246953216,3.483188712075499,4.040690382167572
大声道,3,0.00012921681687293315,3.1844024293044164,4.036811664008614
群豪,2,0.0001401505475314121,6.50476478203931,4.032538300840652
内力,2,0.0005039455858044392,5.348154923466853,4.031202855457026
朱丹臣,3,0.00019581317633821408,6.6157635918441695,4.02939610939953
全无,2,0.00010635538004156806,3.210628596716999,4.027950123722087
喝道,2,0.00029719867880774627,3.121511091814089,4.026509269091983
兄弟,2,0.0004224395936230507,5.5554916604245665,4.01534488354048
师父,2,0.0008031322156409999,5.391194957484695,4.014079676348152
玄难,2,0.00026539146234671654,4.964858720489843,4.010347683382293
当真,2,0.0004115058629645717,4.577271792002275,4.001178131244477
只不过,3,0.0001818975191365136,4.148194669581671,3.9987362222865754
并无,2,9.641562489749627e-05,3.83596327081375,3.9957576521246843
纷纷,2,0.00012126501275767573,7.32762583239727,3.9934462634573733
一条,2,0.000245511952058573,3.155860411869449,3.990819963945716
是谁,2,0.0003260239687255544,3.191832036893712,3.9906760170470177
渐渐,2,0.00011231923312801112,6.838797238293911,3.9757873216445434
群雄,2,0.00012524091481530444,5.901547933413367,3.9753838978368967
阮星竹,3,0.00011430718415682548,6.24865672607282,3.970142230768251
心想,2,0.0006103009658460074,3.7327525698509403,3.9681431306670305
钟夫人,3,0.00013816259650259775,4.383997641325979,3.9681044356629482
十分,2,0.00026439748683230937,4.776746533679715,3.9644560918181826
厉害,2,0.00029421675226452474,6.649076832820324,3.959219267768605
包不同,3,0.00040554200987812864,6.625233948655854,3.955310768611686
见到,2,0.0005735238718129418,3.125262365062411,3.952597577638031
颇有,2,0.00010039152695512498,4.041946508644359,3.949467818996108
司空玄,3,0.00011530115967123266,6.5762056862317735,3.9479076525519647
慕容博,3,0.0001222589882720829,5.994798729372565,3.93995425999546
胸口,2,0.0002465059275729802,5.632224783042257,3.938443677230697
急忙,2,0.0001272288658441188,5.795536267048724,3.9342918931201094
丐帮,2,0.0005506624349815766,6.203107044157891,3.929957133379403
刀白凤,3,8.15059921813886e-05,6.908810443493249,3.928031884816123
随即,2,0.00013518066995937621,5.324007711877626,3.926257054638919
左子穆,3,0.00011728911070004701,6.845632574412765,3.922345077194411
提起,2,0.00011927706172886137,4.515902712205918,3.9204977247913053
而且,2,7.057226152290964e-05,4.600168472956423,3.9198217950410577
更加,2,0.00014909632716107672,5.5916137923336375,3.918905729164312
原来,2,0.00045524078559848756,3.9332639182608027,3.9142618096061432
忽听得,3,0.00021469871111195048,4.938174938630463,3.914176751001622
两个,2,0.0003230420421823329,3.4095748110310264,3.9131555982457105
那少女,3,0.0002306023193424653,4.681513268155292,3.908422969689926
忍不住,3,0.0001222589882720829,6.365385251858223,3.9051662775082296
的模样,3,6.460840843646658e-05,3.281255291429618,3.902356060342285
有什么,3,0.0004612046386849306,3.4038699110458026,3.898543789666113
怎地,2,0.00017096378847803462,4.304613074078819,3.8969969124601636
霎时间,3,6.759033497968811e-05,5.727336435175433,3.896873334439243
阿碧,2,0.0003041565074085965,5.662842437893583,3.8957881808257633
巴天石,3,0.00020575293148228585,6.906822371267863,3.8920181244363348
低声道,3,0.0001540662047331126,3.731323831170218,3.88900823726491
现下,2,9.54216493830891e-05,3.888034225633794,3.8887930660662957
怎么,2,0.0005138853409485111,4.606752448406269,3.881515663545193
何以,2,8.945779629664603e-05,3.170531360809156,3.880570247543958
笑道,2,0.0009651502244893699,3.366707552149039,3.8784307101068594
镇南王,3,0.00015605415576192696,6.0578497491427,3.875820800641763
兵刃,2,0.00018786137222295666,7.0496177081468225,3.872406679943916
难以,2,0.00016499993539159156,3.85605862965516,3.8694805323404586
黄眉僧,3,0.00011828308621445419,6.476134174806415,3.8642405542908085
越来越,3,0.00010039152695512498,7.168217653886418,3.861755745968217
王姑娘,3,0.0001818975191365136,4.481462408514764,3.8609771462363343
快快,2,0.00013716862098819057,4.5127745402129635,3.8550284283673912
是否,2,0.00011231923312801112,3.1242138367687193,3.8495111042022137
秦红棉,3,0.00012524091481530444,8.46586586577943,3.8469743447516933
这位,2,0.0003439155279848836,3.164264803751136,3.8453136131779737
日后,2,7.653611460935272e-05,3.0710290168893364,3.8417288749973157
司马林,3,0.00010237947798393934,6.081991200108625,3.8390308104537674
小僧,2,0.000245511952058573,4.094090293762879,3.837422293901023
以致,2,5.367467777798762e-05,4.855286928635654,3.834951339773179
觉得,2,0.0001590360823051485,3.2624257129768925,3.832863962155508
在这里,3,0.00014412644958904084,3.9676363525264016,3.8327578049212248
其实,2,0.00013816259650259775,5.07625503685095,3.831260958652484
但听得,3,8.249996769579578e-05,3.6881260291309137,3.8257442119756973
受伤,2,8.945779629664603e-05,4.821549909277234,3.824771033091568
兀自,2,0.00011629513518563983,5.367654922942502,3.809754860079994
左掌,2,7.75300901237599e-05,3.8311120284326248,3.8064908433937106
没有,2,0.00036280106275862,3.4506270126637206,3.8057322113507395
无比,2,0.00011530115967123266,3.9762794486824213,3.8035380559591547
接连,2,5.8644555350023505e-05,4.788032999396801,3.801338558145584
早就,2,7.653611460935272e-05,4.4337657500095125,3.8013082672592566
不肯,2,0.0002574396582314591,3.5511676614485603,3.8003711113402874
衣衫,2,0.00012027103724326856,6.879755947329459,3.796205434865213
在地下,3,0.00020475895596787868,4.578736303332334,3.794139740075947
至于,2,5.765057983561633e-05,4.600034227441829,3.7885035947518757
那大汉,3,7.852406563816707e-05,4.335554716486107,3.788040713389427
得紧,2,9.442767386868192e-05,3.502962984223415,3.7817241729116886
的言语,3,6.957828600850246e-05,3.0199657180918926,3.7802821193369405
第一,2,0.0002912348257213032,3.008030065037332,3.7758632560292913
尽数,2,6.36144329220594e-05,4.479765309636009,3.7742971391945614
否则,2,0.00016698788642040591,7.296890242260727,3.774229275322378
武林,2,0.00026936736440434525,4.578544966867632,3.7670646136775523
分别,2,8.15059921813886e-05,4.542415161513275,3.7513926499290178
老衲,2,7.951804115257425e-05,5.71229823616075,3.7511522827711037
但见,2,0.00021569268662635765,3.012449259052834,3.7451011562800716
大宋,2,0.00013816259650259775,3.8878854637345563,3.738620226214415
岂能,2,6.162648189324504e-05,4.380562106754486,3.7385819288708513
体内,2,0.00012524091481530444,5.664551395811993,3.7330927262192906
右掌,2,7.156623703731682e-05,4.085818904068855,3.7251884746345385
但觉,2,5.8644555350023505e-05,3.2974436625250974,3.721980401753648
两位,2,0.0001550601802475198,3.7842817465581686,3.7207665332549578
说不定,3,0.00011530115967123266,4.466494736234537,3.7206334525672236
我爹爹,3,0.00010734935555597524,3.1988943752061227,3.718811338511393
先前,2,7.156623703731682e-05,3.49627760682343,3.716556896168656
本寺,2,8.249996769579578e-05,4.274814668454951,3.7153477382559204
坐在,2,0.00011828308621445419,3.6562672178606985,3.712124627026551
颇为,2,8.051201666698143e-05,4.630164178096508,3.7116525446380817
自然,2,0.00036578298930184155,3.09105675806477,3.7110775681434385
已经,2,6.957828600850246e-05,3.641782286012525,3.710172109342894
这一招,3,5.5662628806801974e-05,3.228899659362073,3.709601179646437
寻思,2,0.00018289149465092078,6.454579205921769,3.7071305856326546
逃走,2,9.641562489749627e-05,5.19961005250523,3.703701406695733
灵鹫宫,3,0.00015605415576192696,6.947354768533131,3.699197482606956
武学,2,0.00015704813127633414,4.801564578853893,3.6971004795192743
崔百泉,3,0.00010635538004156806,8.749655838297144,3.695608925091305
就此,2,9.93975514407178e-05,3.119531115594324,3.6939240926936803
转身,2,0.00014909632716107672,3.5416498087835184,3.6931801432454896
也不会,3,7.951804115257425e-05,3.400224008033767,3.692988192891267
微笑道,3,0.00016201800884837003,3.8281689306926268,3.6918451286777096
姚伯当,3,6.957828600850246e-05,5.887039800104162,3.6867583107666704
只盼,2,7.554213909494554e-05,4.60598971447722,3.6865698633312527
一阵,2,0.0002723492909475668,3.534968993847966,3.6856107536379272
岂知,2,5.665660432120915e-05,3.8711570153805708,3.6841983319888065
这一次,3,6.759033497968811e-05,3.8352097700619914,3.683040425786301
在一起,3,9.54216493830891e-05,4.396143515963606,3.680745852207915
江湖上,3,0.0001272288658441188,4.462747090526846,3.6793041292672575
皇上,2,0.00011132525761360395,3.303934682319763,3.676816054577011
运气,2,5.4668653292394796e-05,4.435760327364269,3.6763281531464296
行事,2,6.560238395087375e-05,3.197444866616918,3.6748401529231565
师弟,2,0.00014512042510344801,3.608904335917319,3.6743411232929843
公冶乾,3,0.0001222589882720829,6.470442003184727,3.673414407440651
功力,2,0.0001361746454737834,3.3637993469727827,3.6728011737117345
报仇,2,0.00011231923312801112,5.974731434326427,3.671141450302871
若不是,3,9.343369835427474e-05,3.264781876019251,3.6700794643609647
什么,2,0.0024720171043306517,5.359027643786136,3.669581704199107
吩咐,2,0.00011629513518563983,8.864282683940349,3.667115965147276
想起,2,0.00016698788642040591,3.0523166767843803,3.6659706808410673
生怕,2,8.846382078223886e-05,3.8069761885006064,3.665913059518927
以及,2,5.963853086443068e-05,4.091768516618636,3.6655242591697967
第二,2,0.00021072280905432177,5.070876951762861,3.6649181858498934
一块,2,0.00014313247407463363,3.172367590171584,3.662682678305226
岂不是,3,6.957828600850246e-05,3.4915196151595245,3.661456888383806
掌力,2,0.00016102403333396285,3.9434025129672894,3.6600539683488966
吴长老,3,7.454816358053836e-05,5.344948760975098,3.656449474894582
弟子,2,0.0005735238718129418,4.107138603493462,3.6541037935991336
少林派,3,0.00020575293148228585,5.522635059816457,3.6513767719878314
该当,2,7.454816358053836e-05,4.566173244306727,3.651089793797124
四字,2,5.069275123476608e-05,3.6665199373828714,3.6497434414505308
内息,2,5.665660432120915e-05,4.68947414647855,3.6494831745515013
了下去,3,9.93975514407178e-05,3.1735602386152095,3.6482450664337556
缓缓,2,0.00015207825370429825,6.955921207017568,3.6481468909061623
群丐,2,6.759033497968811e-05,5.131866060050335,3.6472640927179336
却不知,3,6.162648189324504e-05,3.106395983793733,3.6461847108925722
站在,2,0.00011828308621445419,3.5425545816946875,3.6438331928431587
蓦地里,3,7.057226152290964e-05,5.986993700634366,3.641934273013788
露出,2,0.00014313247407463363,4.368364757421697,3.637538135868576
真气,2,0.00016996981296362745,4.005897839837273,3.6343107576446654
身旁,2,0.00011828308621445419,3.638001869883405,3.633457277567632
立时便,3,9.442767386868192e-05,4.462785627390189,3.6329403190758542
那老僧,3,9.641562489749627e-05,4.499756355724695,3.632357356858666
大师,2,0.0005337648512366547,3.1157556166498863,3.6304476348477395
黑玫瑰,3,6.0632506378837867e-05,7.37336446797142,3.6294828293744006
明知,2,8.15059921813886e-05,3.106214510256769,3.6287114097243514
果然,2,0.0001818975191365136,4.824795735515922,3.625227213394703
轻轻,2,0.0002415360500009443,5.373154551039923,3.623985914032302
内功,2,0.0001232529637864901,3.7010142275403624,3.6176963120113896
一股,2,0.00011430718415682548,3.33006723323341,3.615908460440899
对付,2,9.641562489749627e-05,5.949223844732946,3.6158754138892766
却又,2,0.00019183727428058537,3.04825891394734,3.615508166803741
伤口,2,8.548189423901731e-05,3.753448403693567,3.615002757718238
而至,2,4.771082469154455e-05,3.8290251446595676,3.611270818197914
摘星子,3,7.454816358053836e-05,5.007886756589074,3.6102069686975944
这一掌,3,7.454816358053836e-05,3.33871452536928,3.6064512943515563
显得,2,5.665660432120915e-05,3.1535775411990232,3.6052741011651133
回去,2,0.00013219874341615468,3.0817658088961353,3.6039728294920166
长剑,2,0.00014412644958904084,4.209984331617495,3.5948874849328374
暗器,2,9.641562489749627e-05,6.581990514303984,3.591992320306423
异常,2,6.460840843646658e-05,6.066425402134153,3.5899187924570857
玄慈,2,0.0002395480989721299,6.483714483569734,3.5857352231291806
为什么,3,0.0002584336337458663,3.6335560214560445,3.583831863844256
遇到,2,7.454816358053836e-05,4.113576261908715,3.581590822714295
包先生,3,8.746984526783167e-05,5.620447854754525,3.5803862230070873
谭公,2,0.00010635538004156806,5.6622319942833155,3.580175487437639
叫做,2,0.00010536140452716088,4.0253998715768935,3.5801377546554733
闪电貂,3,5.8644555350023505e-05,7.822616702039742,3.5798280689441344
这件事,3,7.852406563816707e-05,4.005489601590029,3.5769927706939484
接过,2,6.0632506378837867e-05,3.511353839891177,3.576587494997969
纵然,2,4.671684917713737e-05,3.4600808273481793,3.5735540401389176
所以,2,7.75300901237599e-05,3.2249993033831306,3.5710853976482064
一场,2,8.249996769579578e-05,3.084018420340294,3.570788602853458
问道,2,0.0003717468423882846,3.090780370514961,3.5694910296434514
天龙寺,3,8.051201666698143e-05,6.091448986967839,3.5694639088735762
问道你,3,9.045177181105321e-05,3.193525819695404,3.568708079172033
单正,2,7.156623703731682e-05,4.56328023825494,3.5679665319609466
公主,2,0.00018090354362210642,4.197260823329262,3.5645130820230024
一行人,3,5.268070226358044e-05,3.826455334894943,3.5633044588393163
突然,2,0.0006460840843646658,5.342800290389211,3.5609899266470615
发觉,2,5.4668653292394796e-05,4.113145399099287,3.559814995658522
答应,2,8.448791872461013e-05,6.145750709128237,3.551873190326787
脸色,2,0.00015605415576192696,4.790387558328262,3.551260144818049
本帮,2,8.349394321020296e-05,3.6280996421633636,3.5511523026122327
辽兵,2,6.262045740765222e-05,5.483061523195988,3.5499311509534546
父亲,2,0.00016400595987718438,5.0162508186461325,3.547960144295813
已被,2,6.162648189324504e-05,3.7920798519918812,3.547190403516991
如果,2,5.963853086443068e-05,4.024474924947681,3.5412789266803966
谭婆,2,0.00010933730658478959,6.716766962976108,3.5402214181493665
待会,2,4.472889814832302e-05,3.6871568329275357,3.5354164309807583
得很,2,0.00010834333107038242,3.668342762969094,3.535315425074125
奔到,2,6.759033497968811e-05,3.169591654402528,3.534910092872078
面前,2,8.448791872461013e-05,3.459914397153862,3.531377948796628
高升泰,3,7.653611460935272e-05,6.561569274564761,3.5283846227595665
怎能,2,0.00010237947798393934,3.8419212567765113,3.525447522508558
明白,2,0.0002445179765441658,5.14253162530285,3.5253306389784402
呼吸,2,7.256021255172401e-05,6.267943460302272,3.5248718239677745
神农帮,3,7.454816358053836e-05,6.081323739223244,3.523841033619236
的所在,3,5.765057983561633e-05,3.5917520416475703,3.52242276643304
褚万里,3,8.349394321020296e-05,6.33943434043431,3.5211050086347955
古怪,2,0.00012524091481530444,6.395141200218516,3.519228774417756
了起来,3,0.00017493969053566333,3.209315887662944,3.513974732623716
楚王,2,5.069275123476608e-05,4.315317581901686,3.513832229576032
显然,2,0.00011828308621445419,4.39443307578603,3.511436780917539
怎样,2,0.00010237947798393934,4.814485999938344,3.50658873869226
固然,2,5.367467777798762e-05,4.801996820551116,3.5056873744630512
尽皆,2,4.671684917713737e-05,6.20627589687511,3.503429851500528
众弟子,3,4.671684917713737e-05,4.092753501005888,3.5013399471222497
眼光,2,0.00010039152695512498,3.940776106763745,3.5007482656809916
背上,2,0.00014512042510344801,3.6600142109387312,3.496329926380439
辽国,2,0.00010237947798393934,5.793316546590247,3.490004395300245
应道是,3,7.156623703731682e-05,4.043419520728119,3.486717926737217
只因,2,5.765057983561633e-05,3.318765127083466,3.486612602989841
呢还是,3,3.876504506187995e-05,4.085241015581458,3.485831599832222
聪明,2,6.0632506378837867e-05,6.174956763215421,3.485682946727812
师兄,2,0.0003091263849806324,4.668040170970786,3.4853854111215363
神情,2,9.93975514407178e-05,3.7299484820597657,3.4835642128475777
势必,2,4.174697160510148e-05,4.508044062056153,3.481703979822216
既然,2,7.75300901237599e-05,3.473123512799933,3.4815868561183625
辽军,2,5.268070226358044e-05,5.7624142496711634,3.4784236822930814
止清,2,6.460840843646658e-05,4.841241630380262,3.4771443574496286
大理国,3,0.00017593366605007054,4.709829095665786,3.476495241667372
功夫,2,0.00039659623024846405,4.471175298407317,3.475554801466397
宋长老,3,5.5662628806801974e-05,5.716666385590905,3.4741842606461284
伯父,2,9.045177181105321e-05,5.300184188339326,3.4739635285166055
并未,2,3.876504506187995e-05,4.400546862207145,3.4724149807613363
让他,2,9.343369835427474e-05,3.0889361550190424,3.4704119926503085
皇帝,2,0.0001779216170788849,6.086041780382704,3.4702552910934754
过彦之,3,6.957828600850246e-05,4.832108970783973,3.469486588766471
双目,2,7.057226152290964e-05,4.7868179004698055,3.4681567193237157
凶险,2,7.653611460935272e-05,6.551683317769737,3.467577723706005
公子爷,3,8.349394321020296e-05,5.343199905886451,3.4666640072498516
鲜血,2,0.00013219874341615468,7.195064590418035,3.4630688243047825
佛法,2,4.771082469154455e-05,4.426307869683471,3.463043279119305
神色,2,0.0001679818619348131,4.2442553155323335,3.4624635803916672
相助,2,9.144574732546039e-05,5.507045840405916,3.461733348802409
喝酒,2,5.268070226358044e-05,4.609587798096601,3.4573724038672125
木姑娘,3,7.75300901237599e-05,4.265922506938148,3.45621808722187
身边,2,0.00014213849856022646,3.8177309857622457,3.4548251989342345
还没,2,8.249996769579578e-05,3.2011646485136924,3.45234817054441
身形,2,0.00010635538004156806,4.130757068414612,3.451651695861434
背后,2,9.442767386868192e-05,4.1871347183431595,3.4515929301680086
实在,2,0.00017394571502125615,3.2852525699300514,3.45046292338957
那年人,3,4.671684917713737e-05,3.8274259957717844,3.450195551124125
眼前,2,0.00014313247407463363,3.6833598179405085,3.4449006849793435
玄寂,2,9.442767386868192e-05,6.219430496691233,3.443730660207555
答允,2,0.00012027103724326856,7.325189711782092,3.437951575321164
各位,2,8.846382078223886e-05,4.501089579195622,3.4368408884756785
那女子,3,8.846382078223886e-05,3.5253648671217026,3.436754565270266
年纪,2,0.00017493969053566333,6.443900895524621,3.435231619665305
世上,2,9.93975514407178e-05,3.1172747239272103,3.433953768327825
相救,2,9.442767386868192e-05,4.412304226480357,3.423577459288724
回头,2,0.00010933730658478959,3.2966713764352917,3.4222662973098137
甚多,2,3.478914300425123e-05,3.043640375393114,3.421572883571579
没想到,3,6.0632506378837867e-05,4.82818495244025,3.4173225851743094
陈长老,3,7.156623703731682e-05,5.736990848751121,3.4149515610048833
必定,2,4.671684917713737e-05,3.780198254431713,3.4149429773864926
仍然,2,6.162648189324504e-05,3.5516231425847735,3.4141493600060664
头顶,2,8.051201666698143e-05,4.706172269155485,3.4119772069470162
一件,2,0.00016003005781955567,3.164804817789884,3.411398561827914
磕头,2,0.00010039152695512498,5.140854699075243,3.409679124485908
往往,2,4.96987757203589e-05,5.532938365374443,3.40928803402151
英雄,2,0.000318072164610297,7.212056626021814,3.4084102029317673
梅剑,2,4.8704800205951726e-05,5.72776057275193,3.407117150983856
衣服,2,4.5722873662730194e-05,5.101106943710388,3.4027376763618706
的人物,3,6.0632506378837867e-05,3.1382777143530456,3.4020395083481243
寻常,2,8.249996769579578e-05,6.140159633860623,3.4004292114394024
忘了,2,6.759033497968811e-05,3.3677162530561673,3.3998981460474518
脱身,2,5.5662628806801974e-05,3.735982278243609,3.396928366750044
了几下,3,4.8704800205951726e-05,3.255645499866929,3.3964386174376395
阿骨打,3,5.5662628806801974e-05,5.898127443436501,3.392614570896263
暗暗,2,0.0001222589882720829,5.520180907042758,3.3916761042392993
一会儿,3,4.771082469154455e-05,3.6060035752464445,3.391495783200801
须当,2,3.578311851865841e-05,3.1716094917043294,3.390978054967237
这句话,3,8.051201666698143e-05,3.147629468570486,3.3875245409728576
钢杖,2,6.759033497968811e-05,7.176366682131417,3.3872342600566436
行走,2,6.759033497968811e-05,3.504632433692956,3.386555217213027
众僧,2,3.9759020576287124e-05,3.024597441987998,3.3854581747017325
嘿嘿,2,0.0001361746454737834,7.529930057222556,3.384787117996214
皇太叔,3,4.5722873662730194e-05,7.22265928400428,3.3839758020715376
犹如,2,4.96987757203589e-05,4.87555350817479,3.3795976366835303
回答,2,7.653611460935272e-05,4.879122895310355,3.379005112366984
儿子,2,0.00022165653971280072,3.0025084323433764,3.3745367229163445
其余,2,8.448791872461013e-05,4.924949091728293,3.3732370489814043
尚未,2,6.759033497968811e-05,4.908109840338319,3.3714885155789784
另有,2,7.454816358053836e-05,3.647733277333629,3.3713163674329243
波罗星,3,8.846382078223886e-05,6.797514200003546,3.370206947217618
悄悄,2,7.057226152290964e-05,7.836305182221222,3.3701218483048905
腰间,2,7.75300901237599e-05,5.534295869818341,3.369103589305254
卓不凡,3,6.0632506378837867e-05,8.908898378250374,3.366775326828515
伸出,2,0.00013816259650259775,3.573577130595203,3.3630815781878467
起来,2,0.00046418656522815216,3.0046845616267794,3.3621041107924476
用力,2,9.740960041190345e-05,3.849618703205295,3.3609356895174534
赶到,2,4.5722873662730194e-05,3.413420451194293,3.358216253688646
拚命,2,3.677709403306559e-05,5.779340389331813,3.357829738205079
幸好,2,7.75300901237599e-05,4.485197171427383,3.3541981167585715
不能再,3,4.96987757203589e-05,3.7170671606476726,3.352451830195875
双方,2,3.876504506187995e-05,3.372786637050825,3.352360333911997
华赫艮,3,5.963853086443068e-05,8.229074858888898,3.350708785453221
青城派,3,6.36144329220594e-05,6.729057481223023,3.350617255690527
